witness_qualified	witness_module	failure_class	error_message	reference_bare_name	selected_decl_module	selected_decl_params	candidate_decl_modules	scope_module_count	scope_ambiguous_bare_names
v2.test.claim.effect_reach_test.effect_reach_concat_built_path_frontier_not_classified_holds	v2.test.claim.effect_reach_test	other	eval budget exceeded: 2039ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					910	55
v2.test.claim.effect_reach_test.effect_reach_live_03_normalize_witness_derived_host_reading_holds	v2.test.claim.effect_reach_test	other	eval budget exceeded: 2005ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					910	55
v2.test.emit.produced_decl_support_preserved.produced_decl_support_survives_augmentation	v2.test.emit.produced_decl_support_preserved	call_contract_mismatch	call contract mismatch calling 'render': missing required argument 'proto' (1 of 2 required argument(s) supplied)	render	std.layout		std.layout	77	0
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.nested_generic_contract_round_trip_preserves_keyed_authority	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	witness receipt wall budget exceeded: 772ms wall > 500ms whole-receipt budget (falsifier wet/silent-pick lane; kill-at-deadline)					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_vec_target_bundle_round_trip_preserves_im_vector_policy	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 808ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_vec_debug_contract_requires_clone_from_im_vector_authority	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 803ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_vec_partial_eq_contract_requires_clone_from_im_vector_authority	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 919ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_vec_serialize_contract_requires_clone_from_im_vector_authority	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 881ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_vec_deserialize_contract_requires_clone_from_im_vector_authority	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 732ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_vec_clone_contract_remains_explicit_empty_from_im_vector_authority	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 882ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_vec_unmodeled_ord_contract_refuses_as_missing	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 889ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_set_target_bundle_round_trip_preserves_both_production_policies	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 889ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_btree_set_debug_contract_is_explicit_known_zero_from_std_authority	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 877ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_btree_set_serialize_contract_is_explicit_known_zero_from_serde_authority	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 867ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_btree_set_deserialize_contract_requires_ord_from_serde_authority	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 720ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_hash_set_serialize_contract_is_known_zero_after_bundle_decode	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 876ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.rust_hash_set_unrepresentable_hash_contracts_refuse_with_typed_blockers	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	eval budget exceeded: 861ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					904	57
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract.malformed_unrelated_row_poison_refuses_valid_debug_decode	v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	other	exceeded Cpu budget (574ms elapsed against 500ms)					904	57
